hip_flexion_l,hip_adduction_l,hip_rotation_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_l,osl_knee_angle_r,ankle_angle_l,osl_ankle_angle_r,pelvis_euler_roll,pelvis_euler_pitch,pelvis_euler_yaw,pelvis_vel_X,pelvis_vel_Y,pelvis_vel_Z,l_foot_relative_X,l_foot_relative_Y,l_foot_relative_Z,r_foot_relative_X,r_foot_relative_Y,r_foot_relative_Z
-0.175123089,-0.105696707,-0.153819394,0.361193507,0.097788361,-0.118361035,0.763304576,0.311594259,-0.252770706,-0.011711507,-0.071369224,0.020194793,-1.533687184,1.24817208,-0.150007878,0.137266301,-0.358862099,-0.176881084,-0.814970851,0.252033846,0.044899903,-0.866266073
-0.158796104,-0.105386166,-0.154407921,0.356635805,0.096165528,-0.121698951,0.789923542,0.317313104,-0.277226516,-0.006845979,-0.06959733,0.019468643,-1.529529267,1.230961337,-0.135954863,0.161190878,-0.358120955,-0.178718919,-0.813344627,0.246187963,0.046256362,-0.867646442
-0.139585075,-0.104889026,-0.155385956,0.353608953,0.093451531,-0.122608964,0.815288822,0.322839551,-0.304761151,-0.001755289,-0.067573718,0.020596144,-1.523506882,1.23442979,-0.130810515,0.182647302,-0.355195154,-0.180886286,-0.812919065,0.241684932,0.048114322,-0.868586909
-0.11920059,-0.104052047,-0.156983645,0.350981641,0.090237603,-0.120442275,0.839336411,0.327966026,-0.331792594,0.003472571,-0.065392035,0.022721576,-1.516859642,1.249893594,-0.126202196,0.201754868,-0.350980442,-0.182937527,-0.813080976,0.23772555,0.05021757,-0.869346001
-0.099353301,-0.102723555,-0.159416651,0.347620072,0.087112731,-0.114585926,0.862008832,0.332487524,-0.354742533,0.008750217,-0.063147514,0.02498324,-1.510820382,1.268585342,-0.113763548,0.21865657,-0.346374268,-0.184429625,-0.813215707,0.233506762,0.052312813,-0.870182717
-0.081160202,-0.100866403,-0.162208833,0.34276925,0.084416493,-0.105964312,0.883406575,0.33644097,-0.371491097,0.014174764,-0.060927925,0.026646603,-1.506032581,1.283839205,-0.090746658,0.233366435,-0.342001543,-0.185130119,-0.81292226,0.228397958,0.054258945,-0.871258794
-0.06481812,-0.098620958,-0.163811757,0.336261326,0.082101878,-0.097884726,0.903874976,0.340238277,-0.382179004,0.020129306,-0.058809472,0.027174251,-1.502226207,1.292246812,-0.063112206,0.245698598,-0.338064741,-0.185132917,-0.812130805,0.222035814,0.056088758,-0.872585216
-0.050444728,-0.096142858,-0.16258475,0.327978957,0.080088622,-0.093859444,0.923780433,0.344323616,-0.38714143,0.027021537,-0.056867365,0.026045723,-1.499052648,1.29068,-0.03757,0.25545,-0.33473,-0.18456,-0.8108,0.21408,0.05785,-0.87416
-0.037963444,-0.093537484,-0.157360901,0.318002762,0.078303615,-0.096443302,0.943378874,0.348987023,-0.386695693,0.035120134,-0.055113355,0.023016308,-1.496232518,1.277565921,-0.01996826,0.262570976,-0.332004817,-0.18350423,-0.808962001,0.204422356,0.059587756,-0.875943969
-0.026520672,-0.090709187,-0.148868349,0.307205212,0.076702378,-0.104361395,0.962484345,0.353901993,-0.381087681,0.044137724,-0.053305353,0.018944296,-1.493763331,1.257552985,-0.012708866,0.26762545,-0.329262133,-0.181941988,-0.806942953,0.193883402,0.061336458,-0.877749172
-0.015068561,-0.087512059,-0.138308996,0.29665674,0.07524759,-0.11538138,0.980800426,0.358587887,-0.370545424,0.053647917,-0.05113781,0.014963729,-1.491711826,1.236844915,-0.017332109,0.27133074,-0.32571625,-0.179820535,-0.8051425,0.183515827,0.063127877,-0.879350464
-0.002634368,-0.083808847,-0.126911226,0.287339489,0.073891397,-0.127264517,0.998026083,0.362552694,-0.355346477,0.063216272,-0.048326769,0.012141069,-1.490144013,1.22128685,-0.034821816,0.274331079,-0.320639264,-0.177093411,-0.80393597,0.174311605,0.064995179,-0.880542868
0.010881525,-0.079562891,-0.116211289,0.279209233,0.072463506,-0.137697704,1.013806713,0.365172241,-0.336344149,0.072314759,-0.044839275,0.010757171,-1.489117441,1.212555358,-0.059692874,0.276421046,-0.313975143,-0.173787139,-0.803416019,0.166556873,0.066987781,-0.881355878
0.025015426,-0.074802432,-0.107944058,0.27155957,0.070714631,-0.144319858,1.027753143,0.365737083,-0.314763199,0.080354963,-0.040804312,0.010586047,-1.488684195,1.209637608,-0.082286663,0.27684706,-0.306101319,-0.169975327,-0.803492934,0.160082393,0.069165581,-0.881970255
0.039294163,-0.069558912,-0.10382614,0.263676164,0.068397385,-0.144805919,1.039479859,0.363547073,-0.291834466,0.086754607,-0.036355153,0.011390443,-1.488894791,1.211470215,-0.092970008,0.274838955,-0.297403207,-0.165733197,-0.80407359,0.154708244,0.07158653,-0.882568218
0.053238957,-0.063990988,-0.104279513,0.255030873,0.065457211,-0.139039908,1.048855133,0.358545102,-0.268782058,0.091360097,-0.031720524,0.012763991,-1.489710907,1.216645938,-0.087810001,0.269179734,-0.288311693,-0.161185739,-0.805042406,0.150069083,0.07418137,-0.883267955
0.066362338,-0.0584545,-0.107719481,0.245384154,0.062138445,-0.130329932,1.05614061,0.351670771,-0.246819648,0.094682287,-0.027277101,0.014038196,-1.490956525,1.223224555,-0.071709151,0.257959805,-0.279328146,-0.156535085,-0.806249001,0.14551216,0.076683661,-0.884088412
0.07817609,-0.053322252,-0.112388732,0.234521288,0.058711131,-0.12227864,1.061631773,0.343949418,-0.227160013,0.09728919,-0.02341429,0.014522012,-1.492443784,1.22922,-0.05033,0.23921,-0.27096,-0.15199,-0.80754,0.14036,0.07881,-0.88504
0.088434289,-0.048873576,-0.116727752,0.222466644,0.055435497,-0.117817568,1.065575242,0.336341171,-0.210773759,0.099710654,-0.020417732,0.013775053,-1.49397317,1.232419596,-0.028946578,0.212206524,-0.263506087,-0.14771517,-0.808833208,0.134162232,0.080360042,-0.886106866
0.097860191,-0.045013922,-0.119968229,0.210200935,0.052532504,-0.117193792,1.068022173,0.32954532,-0.197662816,0.102323856,-0.018158019,0.012359554,-1.495298559,1.229704237,-0.011278866,0.181207075,-0.25643084,-0.143698958,-0.810331158,0.127376899,0.081465665,-0.887168109
0.107419346,-0.04155527,-0.121539649,0.198943959,0.050213293,-0.119983273,1.068974857,0.324195943,-0.187586946,0.105467805,-0.016401977,0.011088409,-1.496162178,1.217728208,-0.00065833,0.151714725,-0.248990093,-0.139885645,-0.812307565,0.120689146,0.082341802,-0.888076568
0.118034349,-0.038298623,-0.120960633,0.189833476,0.048649576,-0.125669015,1.0684626,0.320879037,-0.180274391,0.109454548,-0.014911268,0.010724717,-1.49632871,1.193468935,5.39E-05,0.129020123,-0.240478525,-0.136212724,-0.815009813,0.114743524,0.083206952,-0.888695782
0.130128455,-0.034917352,-0.118785976,0.183053551,0.047554666,-0.132653386,1.066828743,0.319621675,-0.175087009,0.114282675,-0.013387469,0.011452721,-1.495823921,1.157660342,-0.006535029,0.115944538,-0.230642407,-0.132538726,-0.818379205,0.109712649,0.084321058,-0.889013706
0.143802767,-0.03100249,-0.116238976,0.178172958,0.046346135,-0.138641568,1.064619227,0.320090328,-0.171150273,0.119748546,-0.011493396,0.01308321,-1.494842018,1.113459903,-0.014290375,0.113716085,-0.219519356,-0.128671245,-0.822159569,0.105464667,0.085970802,-0.889098562
0.159147053,-0.026146646,-0.114546403,0.174745903,0.0444401,-0.141350814,1.06238404,0.321941964,-0.16758097,0.125643296,-0.008893215,0.015418076,-1.49358179,1.064106127,-0.017081205,0.123484874,-0.207156317,-0.124417806,-0.826090442,0.101860075,0.088440644,-0.88902013
0.175893368,-0.020119587,-0.114474814,0.172067554,0.041461057,-0.139919639,1.060713191,0.324623681,-0.163210808,0.131646789,-0.005370864,0.01809903,-1.49234869,1.015276101,-0.012542073,0.143313721,-0.1938686,-0.119632646,-0.82985127,0.098604985,0.091854919,-0.888861482
0.193219302,-0.012965673,-0.116077436,0.169031579,0.03735649,-0.135689521,1.060258726,0.32725729,-0.156429628,0.137266421,-0.000895922,0.020519495,-1.491613493,0.976426715,-0.004143984,0.166480139,-0.180387477,-0.114242418,-0.833028358,0.095166216,0.096089773,-0.888726291
0.210254754,-0.004752881,-0.119346138,0.164497107,0.032101666,-0.130191439,1.061678024,0.328936619,-0.145589258,0.141994752,0.004546059,0.022051537,-1.491861193,0.95734,0.00414,0.18585,-0.16748,-0.10818,-0.8352,0.09099,0.101,-0.88872
0.226276689,0.004373105,-0.124101961,0.157594256,0.025748534,-0.124804779,1.065306298,0.32884039,-0.129644557,0.14545059,0.010914448,0.022274046,-1.493408759,0.964940727,0.008918746,0.195869813,-0.155736463,-0.101448055,-0.836092105,0.085697444,0.106423365,-0.888917981
0.241150355,0.013955779,-0.12948265,0.148537091,0.018655763,-0.120302555,1.070190075,0.326486901,-0.109962502,0.147757734,0.01794829,0.021593204,-1.495901035,0.994724623,0.009128844,0.197308626,-0.14504012,-0.094328378,-0.836021046,0.079609153,0.112129511,-0.88927531
0.254888067,0.023460931,-0.134455121,0.137810669,0.011258707,-0.117306186,1.075053712,0.321479343,-0.0885131,0.14916623,0.02533155,0.020622017,-1.498814838,1.039330156,0.004288813,0.192516121,-0.135097463,-0.087172546,-0.835450811,0.073220603,0.117871048,-0.88971699
0.267518759,0.032353951,-0.138028165,0.125914062,0.004003053,-0.116430111,1.078637942,0.313491502,-0.067243878,0.149896408,0.032726799,0.019950783,-1.50163284,1.091306551,-0.005757181,0.183846675,-0.125603256,-0.08033712,-0.834841089,0.067012918,0.123386843,-0.890173737
0.279264548,0.040095614,-0.139697335,0.1135093,-0.002545356,-0.118207601,1.079873842,0.303017821,-0.047841062,0.149823144,0.039547933,0.019905836,-1.503905788,1.142165611,-0.017379356,0.173709232,-0.116115924,-0.07423662,-0.83460158,0.061300362,0.128255966,-0.890642649
0.290472182,0.046143714,-0.139272222,0.101363545,-0.007743154,-0.123119564,1.077815299,0.291082204,-0.031822295,0.148598438,0.045048409,0.020643202,-1.505228348,1.182749831,-0.024505595,0.164547942,-0.106105926,-0.069322953,-0.835109733,0.056289545,0.131954394,-0.891163654
0.301489754,0.049964367,-0.136579591,0.090240711,-0.010953823,-0.131636741,1.071529459,0.278714012,-0.020686417,0.145877366,0.04848726,0.022313936,-1.505203065,1.203982837,-0.021091209,0.158761143,-0.095045539,-0.066041975,-0.836737785,0.052182824,0.133963188,-0.891776711
0.312621249,0.051525984,-0.132162475,0.080604558,-0.012029064,-0.143672465,1.060756556,0.266740881,-0.014972667,0.141722374,0.049618606,0.024940691,-1.503861162,1.202325347,-0.005179629,0.15596323,-0.082603887,-0.064438904,-0.839577335,0.049034955,0.134171631,-0.892480895
0.324102293,0.051575535,-0.127674126,0.072453612,-0.011577322,-0.158276084,1.0462801,0.255677762,-0.013732906,0.136827335,0.048963949,0.028347114,-1.501898321,1.182820571,0.018849137,0.151453485,-0.068755211,-0.063937974,-0.843285006,0.046671915,0.13310175,-0.893211908
0.336162631,0.050926962,-0.124863298,0.065746378,-0.010272135,-0.17442262,1.028973347,0.24601271,-0.015891048,0.131940434,0.0471108,0.032339729,-1.500067382,1.15125,0.04607,0.14016,-0.0535,-0.06391,-0.84748,0.0449,0.13133,-0.8939
0.348962693,0.050404117,-0.125050199,0.060347181,-0.008866811,-0.190984642,1.009723125,0.238070547,-0.020345605,0.128004658,0.044752442,0.036727026,-1.49899319,1.113278905,0.071781307,0.11839028,-0.036916846,-0.063725145,-0.851789251,0.04351347,0.129489361,-0.894453603
0.36238565,0.050870486,-0.127840848,0.055743616,-0.008433724,-0.206424883,0.989470551,0.231523159,-0.025893481,0.126742194,0.043005238,0.041325351,-1.498788608,1.074107684,0.092175158,0.087969491,-0.019396757,-0.062750969,-0.855870625,0.042258439,0.128438908,-0.894693873
0.376245363,0.053199468,-0.132412719,0.051329102,-0.010125015,-0.219103619,0.969170313,0.225879198,-0.03130618,0.130070029,0.043091324,0.045953015,-1.499438507,1.038820518,0.103667094,0.052102212,-0.001408848,-0.060354379,-0.859389718,0.040868985,0.129094241,-0.894420146
0.390320321,0.058154562,-0.137878993,0.046503828,-0.014950458,-0.227546561,0.949718369,0.220651676,-0.035362652,0.139627989,0.046103905,0.05041171,-1.500897727,1.012362729,0.103092201,0.014030635,0.016572662,-0.055990793,-0.862036781,0.039079611,0.132262737,-0.89346115
0.403977842,0.065221718,-0.142605474,0.040746725,-0.022264772,-0.23220256,0.931327907,0.215404278,-0.036928421,0.153833933,0.05163742,0.05430993,-1.502772023,0.998065404,0.09216279,-0.022565831,0.034014205,-0.050144557,-0.86378866,0.036629766,0.137493708,-0.891987282
0.416319973,0.073062659,-0.144475784,0.033587524,-0.030354903,-0.234761212,0.91377162,0.209733381,-0.034924868,0.169027027,0.058319361,0.057131529,-1.504441934,0.998218188,0.07573777,-0.053725699,0.05034392,-0.04396384,-0.864807104,0.033262089,0.143524809,-0.89038937
0.426451812,0.080328476,-0.141392464,0.024563227,-0.03749622,-0.23692277,0.896809487,0.203238633,-0.028303713,0.181526288,0.064764443,0.058364917,-1.505291926,1.015032633,0.058699675,-0.075528694,0.064996316,-0.038602984,-0.865258559,0.028723337,0.149084616,-0.889060352
0.433926677,0.085856615,-0.132875118,0.013596176,-0.042337347,-0.239786535,0.879878974,0.195683393,-0.017781327,0.188520478,0.069787919,0.057896522,-1.505167441,1.04707612,0.044201921,-0.086809418,0.077826226,-0.034922884,-0.865406486,0.02300405,0.153168517,-0.888299122
0.438992634,0.088773371,-0.120949808,0.001205995,-0.044105445,-0.243520323,0.861917659,0.187084759,-0.006809286,0.188546465,0.072515872,0.056229706,-1.504628432,1.087267567,0.032717785,-0.090672528,0.089339993,-0.033329582,-0.865664711,0.016472634,0.155185469,-0.888258807
0.441957509,0.088229884,-0.107858206,-0.012036314,-0.042077445,-0.248211825,0.84182012,0.177481659,0.000925548,0.180257082,0.072101122,0.0539209,-1.504296315,1.12804,0.02449,-0.09059,0.1001,-0.03419,-0.86646,0.00953,0.15458,-0.88908
0.443219826,0.083834102,-0.095676013,-0.025552435,-0.036020432,-0.253821719,0.818726509,0.167019286,0.002464376,0.163420206,0.06813018,0.051510865,-1.504658034,1.162261474,0.019576651,-0.089778197,0.110664485,-0.037573774,-0.868082247,0.002565572,0.151127118,-0.89078437
0.443540886,0.077021186,-0.085815055,-0.038734797,-0.027662112,-0.259802644,0.792759278,0.156267891,-0.002239345,0.142263907,0.061924314,0.049477686,-1.505662648,1.184540143,0.017297248,-0.09043104,0.121575095,-0.042361416,-0.870273877,-0.004077179,0.145923739,-0.892917914
0.443772688,0.069683102,-0.079521191,-0.050968516,-0.019220348,-0.265480229,0.764286458,0.145903988,-0.012504092,0.122131296,0.055238481,0.048283778,-1.507124747,1.18991919,0.016786657,-0.094486838,0.133369327,-0.047136159,-0.872640444,-0.010066273,0.140397253,-0.894907705
0.444699629,0.063634689,-0.077892626,-0.061704121,-0.012792647,-0.27022263,0.733723803,0.136581101,-0.027372502,0.108091533,0.04974282,0.048330119,-1.508840736,1.174256659,0.017261451,-0.103751692,0.146514674,-0.050561334,-0.874787265,-0.015118454,0.135900282,-0.896211501
0.446320267,0.059794171,-0.080311112,-0.071152565,-0.009077392,-0.273892396,0.702041889,0.128685469,-0.04268056,0.102029053,0.046121436,0.04930345,-1.510395633,1.142883383,0.018888042,-0.118494752,0.160664785,-0.052231433,-0.876316851,-0.019516946,0.132916222,-0.896643712
0.448126163,0.058501314,-0.085051012,-0.080015395,-0.007870306,-0.276671039,0.670569239,0.122430889,-0.052195447,0.10377363,0.044422284,0.050429719,-1.511238077,1.107241671,0.022445643,-0.137993591,0.17494825,-0.052341701,-0.876829904,-0.023910436,0.131367682,-0.89624885
0.449603864,0.06007566,-0.090378342,-0.088996941,-0.008946125,-0.278740935,0.640628609,0.118023072,-0.049719701,0.113099587,0.044676612,0.050933543,-1.510823511,1.078787717,0.028706115,-0.161494156,0.188491079,-0.051101342,-0.875932936,-0.028947936,0.131164501,-0.895077038
0.45044597,0.064201928,-0.095165732,-0.098477912,-0.011723055,-0.280017401,0.612838779,0.115355087,-0.033246276,0.128508776,0.046549299,0.050420607,-1.509151871,1.063699286,0.03738744,-0.187336537,0.200789329,-0.04895659,-0.873582846,-0.034932257,0.132011077,-0.893284859
0.450664459,0.069580858,-0.099226062,-0.108337398,-0.015066675,-0.280001811,0.586727362,0.113835409,-0.007263266,0.146530728,0.04913736,0.049087248,-1.507067061,1.059972577,0.046574085,-0.212456743,0.211912643,-0.046721067,-0.870279629,-0.041629598,0.133293384,-0.891193914
0.450298787,0.074828548,-0.102453096,-0.11841134,-0.017795028,-0.27815993,0.561728111,0.112830824,0.02318251,0.163525308,0.051488958,0.047180613,-1.505485583,1.0649,0.05421,-0.23367,0.22198,-0.04524,-0.86657,-0.04876,0.13437,-0.88914
0.449488663,0.078848212,-0.104760909,-0.128469571,-0.019025077,-0.274266188,0.537222332,0.111780891,0.053166098,0.176473605,0.052878455,0.044997776,-1.505108501,1.075565182,0.058680728,-0.248332803,0.231247024,-0.04512225,-0.862918892,-0.055998653,0.134764539,-0.887409435
0.448774827,0.081691529,-0.106144829,-0.138017498,-0.019069467,-0.269329676,0.512381553,0.110416258,0.078249987,0.184841602,0.053484997,0.043035523,-1.505775126,1.08821662,0.060138191,-0.255966709,0.24051591,-0.046031222,-0.859464116,-0.062841346,0.134660746,-0.886090624
0.448798275,0.083697293,-0.1066205,-0.146494418,-0.01853976,-0.264668146,0.486324853,0.108540347,0.094118527,0.188716503,0.05371393,0.041840572,-1.507109326,1.09889403,0.059175902,-0.256634545,0.250725493,-0.047393952,-0.856261705,-0.068739015,0.1344074,-0.885222496
0.450103072,0.085209848,-0.106202157,-0.153437492,-0.018018335,-0.261553442,0.458242859,0.10597656,0.096971912,0.188293749,0.05395351,0.041884394,-1.508725155,1.104056443,0.056421164,-0.250640415,0.262705484,-0.048661052,-0.853356856,-0.073227595,0.134332276,-0.884826184
0.452106447,0.086638013,-0.104887697,-0.15952154,-0.0177483,-0.260723672,0.428157875,0.102780592,0.089006965,0.185027021,0.054393366,0.042763747,-1.510122556,1.105037443,0.052894046,-0.24109331,0.276016989,-0.049557162,-0.850668833,-0.0768311,0.134518989,-0.884715961
0.45349864,0.088432204,-0.102664469,-0.166155354,-0.017753874,-0.262572599,0.396628773,0.099158007,0.076289311,0.181181771,0.055094976,0.043511063,-1.510727848,1.106315484,0.049868014,-0.232911821,0.289402662,-0.049983715,-0.84803565,-0.080711012,0.13489363,-0.884572647
0.452969946,0.091035254,-0.099523349,-0.174744986,-0.018052956,-0.267471552,0.364224279,0.09531827,0.064913178,0.17902795,0.056114681,0.043158552,-1.509976695,1.112353319,0.048608972,-0.230997415,0.301600478,-0.049849861,-0.845295193,-0.086028345,0.135378764,-0.884076573
0.449940851,0.094393155,-0.09567702,-0.185797983,-0.018502954,-0.274790071,0.331567625,0.091555193,0.058820317,0.180293952,0.057328819,0.041289608,-1.507938983,1.123526777,0.049675508,-0.237414333,0.311886175,-0.049350827,-0.842358876,-0.093278294,0.135842908,-0.883012454
0.444963648,0.097681805,-0.091681978,-0.198429211,-0.018712514,-0.282344916,0.299366534,0.088293325,0.058616142,0.185868748,0.058334722,0.038341958,-1.505667639,1.133876949,0.05252987,-0.249829113,0.320369025,-0.049125273,-0.839252082,-0.101924043,0.136070808,-0.881326789
0.438687984,0.100010857,-0.088124292,-0.211633738,-0.018268885,-0.28781928,0.268335995,0.085968461,0.06461907,0.196569103,0.05870572,0.034826823,-1.504300155,1.1369,0.05654,-0.26553,0.32723,-0.04985,-0.83601,-0.11134,0.13584,-0.87898
0.431946565,0.100655624,-0.085466133,-0.224338842,-0.016883746,-0.289380499,0.239039711,0.084914056,0.076463735,0.21250269,0.058107379,0.031342361,-1.504727264,1.128043855,0.061250986,-0.281582442,0.332858245,-0.052018245,-0.832602267,-0.120810478,0.134989274,-0.876034446
0.426304317,0.099554059,-0.083674071,-0.235200643,-0.014766496,-0.287132503,0.211436229,0.085054209,0.091049631,0.23094081,0.056574205,0.028834486,-1.506852674,1.110563459,0.066916506,-0.294160707,0.338475583,-0.055388985,-0.828736323,-0.129259412,0.133602421,-0.872960256
0.423509223,0.096809776,-0.082590779,-0.242807474,-0.012250961,-0.281663364,0.185332811,0.086210679,0.104592471,0.248445675,0.054232941,0.028336051,-1.510333337,1.089665513,0.073967385,-0.29921627,0.345512011,-0.059537634,-0.824054056,-0.13552064,0.131824484,-0.870329501
0.425128289,0.092561613,-0.082082134,-0.245932987,-0.009658689,-0.273628432,0.160532014,0.088177848,0.113578185,0.261716852,0.051223879,0.030759859,-1.514794977,1.070441492,0.082700326,-0.293178473,0.355261102,-0.064033018,-0.818235321,-0.138563715,0.129800718,-0.868674393
0.430624689,0.087357893,-0.082283797,-0.245505165,-0.007168441,-0.264465106,0.136781732,0.090431864,0.117634005,0.269050679,0.047844828,0.035623137,-1.519500334,1.056643337,0.09185284,-0.278031899,0.367430519,-0.068367402,-0.811401312,-0.138935871,0.127678853,-0.868063805
0.438104286,0.082011123,-0.083505481,-0.243841883,-0.004866859,-0.256115335,0.113794594,0.092243554,0.11841381,0.269773673,0.044495224,0.041542739,-1.523477958,1.05115878,0.099156509,-0.259345158,0.380704763,-0.071983657,-0.803957958,-0.1382022,0.125608213,-0.868267677
0.445660467,0.077331077,-0.086051536,-0.243266871,-0.002837226,-0.250507719,0.091288197,0.092890347,0.117598488,0.263263584,0.041572573,0.047129245,-1.525763324,1.056801123,0.102343901,-0.242716229,0.39375721,-0.07433147,-0.79631564,-0.137934668,0.123736637,-0.869049572
0.451995475,0.07369947,-0.089730388,-0.245065311,-0.001053329,-0.248265575,0.069313535,0.092250951,0.116462906,0.250941972,0.039257125,0.051517113,-1.526041418,1.072782287,0.100212639,-0.231921289,0.405617102,-0.075319032,-0.788867064,-0.139099818,0.122121063,-0.870089234
0.456755276,0.070834516,-0.093581788,-0.24891263,0.000680763,-0.247989021,0.048438374,0.091136052,0.115652599,0.237398314,0.037392378,0.054652817,-1.52500397,1.092732049,0.093211183,-0.227912721,0.415865271,-0.075565209,-0.781977534,-0.14172579,0.120677541,-0.870936493
0.459667016,0.068397359,-0.096579365,-0.254345785,0.002575582,-0.248104138,0.029274931,0.090436504,0.115758963,0.227494592,0.035792863,0.056552682,-1.523429313,1.1098,0.08193,-0.2314,0.42413,-0.07575,-0.77601,-0.14576,0.11931,-0.87113
0.460697743,0.06610245,-0.097820295,-0.260789098,0.004737421,-0.247187875,0.012351179,0.090893779,0.117092488,0.22500321,0.034309609,0.057365303,-1.522056852,1.119327207,0.067715605,-0.242032036,0.430240408,-0.076441261,-0.771206258,-0.151003988,0.117961877,-0.870346648
0.460774109,0.06387749,-0.096895952,-0.26721637,0.006855621,-0.244420654,-0.00214189,0.092651799,0.118840028,0.229338253,0.032939637,0.057768357,-1.52147029,1.125420642,0.054938705,-0.25521547,0.434828964,-0.07775827,-0.767323488,-0.156675788,0.116734635,-0.868816287
0.461062667,0.06170349,-0.093521263,-0.272488772,0.008515283,-0.239133768,-0.014097528,0.0957051,0.119907527,0.238824223,0.031716467,0.058571796,-1.522214404,1.13437875,0.048726055,-0.265296372,0.438728977,-0.079708162,-0.76399772,-0.161847561,0.115769243,-0.866907009
0.462628795,0.059573142,-0.087518526,-0.275606958,0.009324037,-0.230807252,-0.023413958,0.099983297,0.119316014,0.251658866,0.030678473,0.060502264,-1.524772672,1.152051017,0.053829547,-0.267004133,0.442701155,-0.08227241,-0.760898367,-0.165682037,0.115206849,-0.864977041
0.465361724,0.057614944,-0.07995826,-0.277193085,0.009151373,-0.220650283,-0.030047204,0.104661277,0.117424373,0.264566329,0.029920429,0.063318002,-1.528915963,1.179067768,0.070643273,-0.259524182,0.44666225,-0.085134168,-0.758082958,-0.168394864,0.115190654,-0.863269939
0.468391876,0.056045008,-0.07271629,-0.278915446,0.008035728,-0.210987613,-0.033990581,0.108427008,0.11545462,0.273320053,0.029573503,0.066152473,-1.533955401,1.212692126,0.096749842,-0.244916821,0.449984525,-0.087784125,-0.755859419,-0.170880989,0.115865189,-0.861955281
